DisplayName,Description,MembershipRule
SG_MDM_Devices_macOS_Personal_All,All Personal macOS devices enrolled in Microsoft Endpoint Manager,(device.deviceOSType -eq "macMDM") and (device.deviceOwnership -eq "Personal")
