DisplayName,Description,MembershipRule
SG_MDM_Devices_Windows_Corporate_All,All Corporate Windows devices enrolled in Microsoft Endpoint Manager,(device.deviceOSType -eq "Windows") and (device.deviceOwnership -eq "Company") and (device.managementType -eq "MDM")
